Instance,Income
126914,2.60E+04
126915,5.07E+04
126916,6.50E+04
126917,8.95E+04
126918,1.95E+04
126919,1.76E+04
126920,4.00E+04
126921,2.09E+04
126922,8.16E+04
126923,4.88E+04
126924,9.83E+04
126925,3.41E+04
126926,2.76E+04
126927,3.36E+04
126928,4.30E+04
126929,-1.55E+04
126930,5.10E+04
126931,8.58E+04
126932,3.18E+04
126933,2.47E+04
126934,4.14E+04
126935,1.04E+05
126936,2.95E+04
126937,5.41E+04
126938,3.73E+04
126939,1.55E+04
126940,2.01E+04
126941,1.94E+04
126942,1.01E+05
126943,3.36E+04
126944,7.40E+04
126945,4.01E+04
126946,4.03E+04
126947,5.07E+04
126948,3.40E+04
126949,3.32E+04
126950,8.01E+04
126951,5.23E+04
126952,8.47E+04
126953,4.10E+04
126954,3.49E+04
126955,9.84E+04
126956,7.99E+04
126957,2.12E+04
126958,2.37E+04
126959,3.46E+04
126960,7.17E+04
126961,2.49E+04
126962,3.73E+04
126963,1.17E+05
126964,4.68E+04
126965,3.58E+04
126966,3.51E+04
126967,8.00E+04
126968,7.56E+04
126969,1.12E+05
126970,5.36E+04
126971,1.52E+04
126972,4.91E+04
126973,2.32E+04
126974,3.23E+04
126975,1.25E+05
126976,4.75E+04
126977,5.39E+04
126978,8.86E+04
126979,6.45E+04
126980,2.10E+04
126981,1.03E+05
126982,3.74E+04
126983,3.06E+04
126984,3.32E+04
126985,2.74E+04
126986,1.74E+04
126987,8.48E+04
126988,9.48E+04
126989,3.85E+04
126990,6.38E+04
126991,5.11E+04
126992,8.59E+04
126993,3.55E+04
126994,1.14E+05
126995,4.04E+04
126996,1.54E+04
126997,3.99E+04
126998,4.76E+04
126999,5.56E+04
127000,3.16E+04
127001,7.53E+04
127002,8.42E+04
127003,7.84E+04
127004,5.80E+04
127005,1.62E+04
127006,1.06E+05
127007,3.34E+04
127008,2.41E+04
127009,4.43E+04
127010,9.92E+04
127011,7.50E+04
127012,7.96E+04
127013,1.19E+05
127014,8.94E+04
127015,9.89E+04
127016,1.68E+04
127017,9.89E+04
127018,3.12E+04
127019,9.61E+04
127020,3.13E+04
127021,4.93E+04
127022,6.34E+04
127023,3.15E+04
127024,7.03E+04
127025,1.33E+05
127026,5.32E+04
127027,1.04E+04
127028,9.96E+04
127029,6.26E+04
127030,7.57E+04
127031,5.13E+04
127032,7.74E+04
127033,4.04E+04
127034,1.05E+05
127035,5.28E+04
127036,4.12E+04
127037,-4.06E+03
127038,5.07E+04
127039,6.13E+04
127040,4.83E+04
127041,5.36E+04
127042,7.74E+04
127043,8.63E+04
127044,1.35E+03
127045,1.31E+05
127046,-2.42E+03
127047,1.33E+05
127048,1.98E+04
127049,9.79E+04
127050,9.14E+04
127051,1.18E+05
127052,9.24E+04
127053,6.50E+04
127054,8.90E+04
127055,6.26E+04
127056,3.49E+04
127057,1.05E+05
127058,1.09E+05
127059,4.55E+04
127060,7.64E+04
127061,3.76E+04
127062,9.77E+04
127063,1.20E+05
127064,1.20E+04
127065,4.88E+04
127066,6.31E+04
127067,2.90E+04
127068,2.56E+04
127069,6.45E+04
127070,8.65E+04
127071,2.11E+04
127072,2.70E+04
127073,5.17E+04
127074,7.38E+04
127075,6.73E+04
127076,2.31E+04
127077,1.24E+05
127078,6.38E+04
127079,5.96E+04
127080,6.06E+04
127081,1.11E+05
127082,5.12E+04
127083,3.07E+04
127084,7.25E+04
127085,1.14E+05
127086,7.18E+04
127087,1.25E+04
127088,5.50E+04
127089,7.52E+04
127090,7.25E+04
127091,7.85E+04
127092,4.61E+04
127093,1.89E+04
127094,3.57E+04
127095,7.85E+03
127096,5.78E+04
127097,5.36E+04
127098,1.20E+05
127099,3.19E+04
127100,4.61E+04
127101,4.21E+04
127102,1.80E+04
127103,4.60E+04
127104,7.60E+04
127105,2.48E+04
127106,6.25E+04
127107,5.06E+04
127108,2.73E+04
127109,8.72E+04
127110,8.11E+04
127111,4.04E+04
127112,5.38E+04
127113,1.02E+05
127114,5.91E+04
127115,8.98E+04
127116,6.96E+04
127117,6.42E+04
127118,6.82E+04
127119,6.71E+04
127120,1.01E+05
127121,8.26E+04
127122,8.22E+04
127123,5.83E+04
127124,3.38E+04
127125,8.41E+04
127126,5.41E+04
127127,7.02E+04
127128,5.01E+04
127129,6.61E+04
127130,2.86E+04
127131,8.47E+04
127132,6.20E+04
127133,9.50E+04
127134,8.83E+04
127135,5.94E+04
127136,1.07E+05
127137,3.48E+04
127138,6.62E+04
127139,4.79E+04
127140,6.15E+04
127141,2.92E+04
127142,6.95E+04
127143,1.14E+05
127144,5.43E+04
127145,3.60E+04
127146,9.37E+03
127147,7.19E+04
127148,3.21E+04
127149,6.09E+04
127150,5.84E+04
127151,8.89E+02
127152,1.53E+03
127153,1.03E+05
127154,6.77E+04
127155,1.12E+05
127156,6.61E+04
127157,1.35E+04
127158,4.16E+04
127159,6.20E+04
127160,3.54E+04
127161,8.35E+04
127162,1.37E+04
127163,4.27E+04
127164,1.35E+05
127165,1.74E+04
127166,1.11E+05
127167,2.93E+04
127168,6.64E+04
127169,2.43E+04
127170,7.10E+04
127171,2.64E+04
127172,1.05E+05
127173,4.86E+04
127174,5.93E+04
127175,2.32E+04
127176,6.01E+04
127177,1.40E+04
127178,9.33E+04
127179,3.41E+04
127180,2.13E+04
127181,5.47E+04
127182,8.08E+04
127183,4.37E+04
127184,1.16E+05
127185,8.07E+03
127186,7.47E+04
127187,9.83E+04
127188,5.61E+04
127189,7.78E+04
127190,8.79E+04
127191,7.33E+04
127192,1.21E+04
127193,7.53E+04
127194,5.56E+04
127195,9.38E+04
127196,8.94E+03
127197,9.96E+04
127198,9.84E+04
127199,2.56E+04
127200,2.99E+04
127201,2.83E+04
127202,1.27E+05
127203,7.35E+04
127204,8.33E+04
127205,5.57E+04
127206,1.58E+04
127207,5.34E+04
127208,7.62E+03
127209,6.08E+04
127210,7.64E+04
127211,6.00E+04
127212,7.80E+04
127213,7.60E+04
127214,7.48E+04
127215,3.40E+04
127216,4.83E+04
127217,7.83E+04
127218,8.25E+04
127219,1.06E+05
127220,1.37E+03
127221,4.77E+04
127222,8.16E+04
127223,6.34E+04
127224,6.98E+04
127225,1.11E+05
127226,6.97E+04
127227,8.88E+04
127228,4.59E+04
127229,4.40E+04
127230,8.84E+04
127231,3.49E+04
127232,5.76E+04
127233,6.02E+04
127234,8.91E+04
127235,6.57E+04
127236,1.24E+04
127237,3.45E+04
127238,6.95E+04
127239,3.03E+04
127240,3.99E+04
127241,1.08E+05
127242,1.17E+05
127243,4.97E+04
127244,1.18E+05
127245,8.46E+04
127246,5.54E+04
127247,2.68E+04
127248,4.53E+04
127249,5.19E+04
127250,2.04E+04
127251,-3.31E+02
127252,1.07E+04
127253,5.02E+04
127254,6.00E+04
127255,5.39E+04
127256,9.44E+04
127257,4.15E+04
127258,3.62E+04
127259,7.28E+04
127260,8.51E+04
127261,6.44E+04
127262,8.94E+04
127263,1.00E+05
127264,8.11E+04
127265,3.41E+04
127266,3.67E+04
127267,1.04E+04
127268,7.13E+04
127269,7.48E+04
127270,1.13E+05
127271,5.37E+04
127272,8.69E+04
127273,6.29E+04
127274,4.72E+04
127275,5.96E+04
127276,7.23E+04
127277,3.81E+04
127278,7.84E+04
127279,8.07E+04
127280,8.84E+04
127281,2.75E+04
127282,2.99E+04
127283,5.48E+04
127284,7.07E+04
127285,4.71E+04
127286,7.15E+04
127287,7.46E+04
127288,1.49E+04
127289,8.61E+04
127290,5.59E+04
127291,6.38E+04
127292,8.80E+04
127293,-1.76E+02
127294,2.19E+04
127295,1.07E+05
127296,7.70E+04
127297,9.03E+04
127298,1.02E+05
127299,4.88E+04
127300,7.69E+04
127301,4.44E+04
127302,6.34E+04
127303,3.04E+04
127304,3.80E+04
127305,3.95E+04
127306,5.88E+04
127307,1.05E+04
127308,7.85E+04
127309,8.94E+04
127310,4.91E+04
127311,6.63E+04
127312,2.31E+04
127313,7.27E+04
127314,6.51E+04
127315,1.25E+04
127316,2.71E+04
127317,1.79E+04
127318,2.26E+04
127319,7.11E+04
127320,2.20E+04
127321,1.02E+05
127322,1.05E+05
127323,4.47E+04
127324,2.06E+04
127325,6.94E+04
127326,5.37E+04
127327,4.42E+04
127328,6.05E+04
127329,5.41E+04
127330,1.00E+05
127331,1.68E+04
127332,1.57E+04
127333,8.72E+04
127334,2.45E+04
127335,2.63E+04
127336,9.95E+04
127337,7.29E+04
127338,7.18E+04
127339,4.82E+04
127340,4.69E+04
127341,2.57E+04
127342,7.68E+04
127343,7.54E+04
127344,2.89E+04
127345,2.55E+04
127346,9.10E+04
127347,8.28E+04
127348,5.04E+04
127349,4.24E+04
127350,1.15E+03
127351,2.69E+04
127352,4.24E+04
127353,7.31E+04
127354,4.01E+04
127355,2.04E+04
127356,9.51E+04
127357,8.42E+04
127358,3.51E+04
127359,5.29E+04
127360,7.38E+04
127361,4.07E+04
127362,6.89E+04
127363,6.71E+04
127364,5.97E+04
127365,8.63E+04
127366,2.83E+04
127367,-3.12E+03
127368,5.21E+04
127369,4.94E+04
127370,2.93E+04
127371,8.30E+04
127372,1.10E+05
127373,8.28E+04
127374,8.39E+04
127375,2.61E+04
127376,8.15E+04
127377,3.55E+04
127378,2.47E+04
127379,6.54E+04
127380,8.79E+04
127381,1.16E+05
127382,4.43E+04
127383,2.10E+04
127384,8.37E+04
127385,8.47E+04
127386,5.95E+04
127387,9.71E+04
127388,2.74E+04
127389,5.04E+04
127390,3.85E+04
127391,3.52E+04
127392,5.75E+04
127393,5.31E+03
127394,6.51E+04
127395,9.54E+04
127396,5.10E+04
127397,2.44E+04
127398,1.03E+05
127399,7.36E+04
127400,9.80E+04
127401,3.38E+04
127402,5.15E+04
127403,6.86E+04
127404,9.52E+04
127405,7.09E+04
127406,7.05E+04
127407,9.77E+04
127408,3.16E+04
127409,5.67E+04
127410,3.12E+04
127411,1.07E+05
127412,8.06E+04
127413,9.05E+04
127414,2.13E+04
127415,5.93E+04
127416,3.33E+04
127417,4.01E+04
127418,5.14E+04
127419,3.93E+04
127420,2.59E+04
127421,5.59E+04
127422,4.25E+04
127423,8.42E+04
127424,6.56E+04
127425,6.04E+04
127426,7.01E+04
127427,9.79E+04
127428,7.09E+04
127429,8.75E+04
127430,1.19E+05
127431,9.68E+04
127432,3.90E+04
127433,7.57E+04
127434,7.93E+04
127435,5.69E+04
127436,2.65E+04
127437,8.10E+04
127438,9.04E+04
127439,2.01E+04
127440,2.80E+04
127441,1.94E+04
127442,1.82E+04
127443,8.77E+04
127444,2.07E+04
127445,3.14E+04
127446,3.24E+04
127447,9.38E+04
127448,5.94E+04
127449,7.79E+04
127450,6.49E+04
127451,2.23E+04
127452,4.32E+04
127453,2.74E+04
127454,4.17E+04
127455,5.07E+04
127456,7.47E+04
127457,5.95E+04
127458,7.24E+04
127459,1.83E+04
127460,3.26E+04
127461,4.01E+04
127462,3.50E+04
127463,6.70E+04
127464,3.18E+04
127465,8.90E+04
127466,2.83E+04
127467,5.50E+04
127468,3.34E+04
127469,8.53E+04
127470,2.87E+04
127471,1.03E+05
127472,6.49E+04
127473,6.10E+04
127474,4.75E+04
127475,3.87E+04
127476,4.51E+04
127477,2.94E+04
127478,8.00E+04
127479,1.10E+05
127480,8.13E+04
127481,3.20E+04
127482,3.34E+04
127483,7.75E+04
127484,2.64E+04
127485,3.36E+04
127486,4.64E+04
127487,4.08E+04
127488,5.81E+04
127489,8.44E+04
127490,3.40E+04
127491,6.10E+04
127492,3.22E+04
127493,1.57E+04
127494,8.71E+03
127495,1.00E+05
127496,4.04E+04
127497,1.76E+04
127498,3.66E+04
127499,9.71E+04
127500,6.20E+04
127501,9.66E+04
127502,4.27E+04
127503,3.63E+04
127504,8.54E+04
127505,2.60E+04
127506,1.01E+05
127507,1.10E+05
127508,8.68E+04
127509,4.68E+04
127510,4.47E+04
127511,3.67E+04
127512,4.62E+04
127513,4.95E+04
127514,4.14E+04
127515,4.93E+04
127516,1.05E+05
127517,9.10E+04
127518,1.36E+05
127519,6.00E+04
127520,2.14E+04
127521,4.14E+04
127522,8.02E+04
127523,3.98E+04
127524,2.28E+04
127525,7.54E+04
127526,7.90E+04
127527,3.10E+04
127528,1.00E+05
127529,4.25E+04
127530,5.46E+04
127531,4.82E+04
127532,8.40E+04
127533,9.74E+04
127534,4.20E+04
127535,2.22E+04
127536,4.09E+04
127537,1.68E+04
127538,9.91E+04
127539,6.79E+04
127540,9.15E+04
127541,2.93E+04
127542,1.89E+04
127543,2.82E+04
127544,8.83E+03
127545,3.09E+04
127546,2.95E+04
127547,4.75E+04
127548,8.52E+04
127549,5.70E+04
127550,4.33E+04
127551,8.92E+04
127552,4.73E+04
127553,1.74E+04
127554,1.29E+05
127555,8.50E+04
127556,2.70E+04
127557,1.98E+04
127558,9.60E+04
127559,6.82E+04
127560,3.72E+04
127561,1.30E+05
127562,2.61E+04
127563,3.15E+03
127564,4.85E+04
127565,2.50E+04
127566,3.64E+04
127567,6.95E+04
127568,3.10E+04
127569,5.20E+04
127570,7.41E+04
127571,3.95E+04
127572,4.57E+04
127573,2.60E+04
127574,7.23E+04
127575,1.21E+05
127576,3.33E+04
127577,3.53E+04
127578,3.66E+04
127579,6.18E+04
127580,4.58E+04
127581,7.33E+04
127582,1.04E+05
127583,1.56E+04
127584,3.63E+04
127585,4.25E+04
127586,1.08E+05
127587,1.33E+04
127588,3.94E+04
127589,4.95E+04
127590,6.51E+04
127591,1.18E+05
127592,7.18E+04
127593,3.54E+04
127594,5.39E+04
127595,2.02E+04
127596,1.22E+05
127597,1.16E+04
127598,2.19E+04
127599,9.53E+04
127600,3.61E+04
127601,7.33E+04
127602,8.22E+03
127603,1.71E+04
127604,6.74E+04
127605,2.39E+04
127606,2.89E+04
127607,2.34E+04
127608,7.58E+04
127609,4.72E+04
127610,7.53E+04
127611,2.84E+04
127612,4.88E+04
127613,1.30E+04
127614,1.10E+05
127615,3.77E+04
127616,6.52E+04
127617,1.73E+04
127618,4.51E+04
127619,4.74E+04
127620,4.08E+04
127621,2.98E+04
127622,5.27E+04
127623,5.94E+04
127624,1.81E+04
127625,8.97E+04
127626,5.61E+04
127627,4.95E+04
127628,8.43E+04
127629,8.30E+04
127630,8.25E+04
127631,5.79E+04
127632,9.22E+04
127633,5.53E+04
127634,9.85E+04
127635,4.81E+04
127636,9.26E+04
127637,3.25E+04
127638,7.58E+04
127639,3.85E+04
127640,1.10E+05
127641,4.24E+04
127642,4.11E+04
127643,4.59E+04
127644,1.07E+05
127645,4.64E+04
127646,1.33E+05
127647,8.64E+04
127648,8.49E+04
127649,3.00E+04
127650,4.25E+04
127651,5.63E+04
127652,6.04E+04
127653,7.28E+04
127654,1.25E+05
127655,8.95E+04
127656,8.61E+04
127657,4.47E+04
127658,7.18E+04
127659,7.61E+04
127660,7.79E+04
127661,3.59E+04
127662,5.55E+04
127663,5.92E+04
127664,9.96E+04
127665,7.95E+04
127666,8.32E+04
127667,6.90E+04
127668,3.82E+04
127669,1.77E+04
127670,5.91E+04
127671,4.04E+04
127672,4.70E+04
127673,6.12E+04
127674,2.79E+04
127675,4.60E+04
127676,5.46E+04
127677,2.14E+04
127678,1.56E+04
127679,3.67E+04
127680,1.14E+05
127681,2.88E+04
127682,9.82E+04
127683,3.79E+04
127684,8.44E+04
127685,5.07E+04
127686,1.35E+04
127687,5.11E+04
127688,2.56E+04
127689,9.78E+04
127690,1.75E+04
127691,2.72E+04
127692,4.65E+04
127693,1.02E+05
127694,4.37E+04
127695,9.82E+04
127696,3.97E+04
127697,3.88E+04
127698,4.98E+04
127699,5.62E+04
127700,6.41E+04
127701,4.61E+04
127702,1.94E+04
127703,4.08E+04
127704,7.98E+04
127705,3.43E+03
127706,4.54E+04
127707,2.11E+04
127708,1.21E+05
127709,4.99E+04
127710,6.05E+04
127711,6.56E+04
127712,5.12E+04
127713,8.70E+04
127714,4.58E+04
127715,5.53E+04
127716,1.11E+05
127717,9.08E+04
127718,3.51E+04
127719,6.81E+04
127720,6.46E+04
127721,8.37E+04
127722,1.00E+05
127723,7.66E+04
127724,3.61E+02
127725,5.03E+04
127726,2.69E+04
127727,2.78E+04
127728,9.66E+04
127729,7.89E+04
127730,5.38E+04
127731,1.26E+05
127732,3.07E+04
127733,1.85E+04
127734,9.90E+04
127735,3.03E+04
127736,8.56E+04
127737,3.27E+04
127738,4.36E+04
127739,3.57E+04
127740,3.60E+04
127741,9.73E+04
127742,3.04E+04
127743,4.30E+04
127744,1.48E+04
127745,5.87E+04
127746,8.30E+04
127747,9.13E+04
127748,1.15E+05
127749,8.43E+04
127750,8.96E+04
127751,3.53E+04
127752,3.11E+04
127753,5.98E+04
127754,4.59E+04
127755,4.26E+04
127756,4.94E+04
127757,2.31E+04
127758,4.35E+04
127759,7.41E+04
127760,2.85E+04
127761,9.28E+04
127762,4.87E+04
127763,5.13E+04
127764,3.14E+04
127765,1.03E+05
127766,3.35E+04
127767,3.94E+04
127768,3.63E+04
127769,9.57E+04
127770,1.10E+05
127771,8.34E+04
127772,9.94E+03
127773,1.09E+05
127774,8.89E+04
127775,4.03E+04
127776,3.97E+04
127777,1.14E+05
127778,4.27E+04
127779,5.58E+04
127780,4.69E+04
127781,1.06E+05
127782,3.99E+04
127783,2.80E+04
127784,2.59E+04
127785,5.05E+04
127786,2.27E+04
127787,6.87E+04
127788,4.73E+04
127789,7.08E+04
127790,2.17E+04
127791,2.96E+04
127792,8.66E+04
127793,4.35E+04
127794,6.78E+04
127795,4.47E+04
127796,1.03E+05
127797,6.85E+04
127798,4.75E+04
127799,8.09E+04
127800,6.44E+04
127801,4.45E+04
127802,4.63E+04
127803,1.73E+04
127804,5.04E+04
127805,3.22E+04
127806,3.70E+04
127807,7.23E+04
127808,2.87E+04
127809,3.63E+04
127810,8.75E+04
127811,7.25E+04
127812,3.68E+04
127813,1.30E+04
127814,7.32E+04
127815,4.16E+04
127816,6.24E+04
127817,1.52E+04
127818,5.32E+04
127819,4.87E+04
127820,4.78E+04
127821,2.60E+04
127822,1.06E+05
127823,1.07E+05
127824,7.63E+04
127825,9.40E+04
127826,7.07E+04
127827,8.43E+04
127828,1.06E+04
127829,2.38E+04
127830,7.41E+04
127831,1.06E+05
127832,1.53E+04
127833,7.43E+04
127834,5.70E+03
127835,4.63E+04
127836,7.07E+04
127837,6.25E+04
127838,5.12E+04
127839,9.12E+04
127840,5.79E+04
127841,7.49E+04
127842,2.21E+04
127843,5.80E+04
127844,3.37E+03
127845,2.45E+04
127846,3.33E+04
127847,7.02E+04
127848,9.08E+04
127849,8.83E+04
127850,4.05E+04
127851,4.58E+04
127852,2.94E+04
127853,8.61E+04
127854,5.93E+04
127855,4.00E+04
127856,8.36E+04
127857,4.15E+04
127858,2.92E+04
127859,8.48E+04
127860,3.47E+04
127861,1.20E+05
127862,6.43E+04
127863,9.40E+04
127864,3.50E+04
127865,4.31E+04
127866,7.94E+04
127867,3.70E+04
127868,8.10E+04
127869,5.07E+04
127870,2.00E+04
127871,6.37E+04
127872,2.84E+04
127873,3.08E+04
127874,2.47E+04
127875,7.83E+04
127876,3.36E+04
127877,5.94E+04
127878,2.79E+04
127879,5.61E+04
127880,9.88E+04
127881,1.00E+05
127882,4.62E+04
127883,1.17E+05
127884,6.71E+04
127885,6.97E+04
127886,4.46E+04
127887,8.90E+04
127888,5.91E+04
127889,7.39E+04
127890,8.66E+04
127891,1.22E+05
127892,6.23E+04
127893,1.06E+05
127894,4.75E+04
127895,5.39E+04
127896,6.76E+04
127897,2.33E+04
127898,9.40E+04
127899,3.89E+04
127900,1.07E+05
127901,-4.08E+03
127902,7.84E+04
127903,7.82E+04
127904,4.39E+04
127905,6.04E+04
127906,7.32E+04
127907,9.87E+04
127908,3.87E+04
127909,1.10E+05
127910,5.21E+04
127911,2.82E+04
127912,5.91E+04
127913,9.06E+04
127914,1.13E+05
127915,5.26E+04
127916,6.20E+04
127917,5.80E+04
127918,8.57E+04
127919,7.67E+04
127920,8.12E+04
127921,3.69E+04
127922,2.72E+04
127923,4.86E+04
127924,2.50E+04
127925,5.70E+04
127926,2.06E+04
127927,3.51E+04
127928,4.59E+04
127929,3.85E+04
127930,6.41E+04
127931,1.09E+05
127932,9.81E+04
127933,9.46E+04
127934,7.07E+04
127935,1.10E+05
127936,5.73E+04
127937,1.42E+04
127938,7.29E+04
127939,9.69E+04
127940,3.77E+04
127941,4.54E+04
127942,3.95E+04
127943,9.38E+04
127944,6.47E+04
127945,1.87E+04
127946,3.36E+04
127947,1.03E+05
127948,5.24E+04
127949,1.17E+05
127950,5.19E+04
127951,7.70E+04
127952,3.85E+04
127953,1.17E+05
127954,1.77E+04
127955,5.47E+04
127956,3.86E+04
127957,1.12E+05
127958,1.65E+04
127959,1.09E+05
127960,6.04E+04
127961,4.46E+04
127962,4.52E+04
127963,6.93E+04
127964,4.20E+04
127965,6.85E+04
127966,6.64E+04
127967,7.07E+04
127968,6.83E+04
127969,1.19E+05
127970,1.28E+04
127971,8.69E+04
127972,1.02E+05
127973,3.92E+04
127974,2.96E+04
127975,2.48E+04
127976,3.95E+04
127977,1.06E+04
127978,9.64E+04
127979,6.17E+04
127980,4.13E+04
127981,4.72E+04
127982,5.43E+04
127983,8.65E+04
127984,4.29E+04
127985,2.04E+04
127986,7.43E+04
127987,2.56E+04
127988,9.24E+03
127989,7.74E+04
127990,7.99E+04
127991,4.44E+04
127992,9.53E+04
127993,4.63E+04
127994,4.72E+04
127995,2.97E+04
127996,5.61E+04
127997,4.71E+03
127998,4.91E+04
127999,4.20E+04
128000,1.74E+04
128001,6.93E+04
128002,1.74E+04
128003,3.64E+04
128004,8.70E+04
128005,2.57E+04
128006,2.39E+04
128007,2.07E+04
128008,6.29E+04
128009,8.54E+04
128010,4.36E+04
128011,5.35E+04
128012,4.66E+04
128013,3.54E+04
128014,5.64E+04
128015,1.12E+04
128016,6.16E+04
128017,3.88E+04
128018,1.95E+04
128019,9.27E+04
128020,3.87E+04
128021,1.05E+05
128022,5.02E+04
128023,6.25E+04
128024,3.41E+04
128025,4.93E+04
128026,1.09E+05
128027,2.40E+04
128028,5.09E+04
128029,9.84E+04
128030,2.63E+04
128031,5.40E+04
128032,9.48E+04
128033,8.80E+04
128034,3.65E+04
128035,5.79E+04
128036,3.26E+04
128037,7.14E+04
128038,4.81E+03
128039,1.42E+04
128040,1.04E+05
128041,1.30E+04
128042,1.69E+04
128043,1.59E+04
128044,9.39E+03
128045,9.54E+04
128046,3.04E+04
128047,3.50E+04
128048,2.68E+04
128049,8.62E+04
128050,2.46E+04
128051,7.42E+04
128052,1.80E+04
128053,8.14E+04
128054,3.98E+04
128055,6.54E+04
128056,1.16E+05
128057,2.23E+04
128058,8.94E+04
128059,9.36E+04
128060,1.38E+05
128061,2.65E+03
128062,6.49E+04
128063,1.25E+05
128064,6.89E+04
128065,2.68E+04
128066,9.66E+04
128067,8.79E+04
128068,8.58E+04
128069,1.87E+04
128070,1.12E+05
128071,9.13E+03
128072,7.80E+04
128073,5.73E+04
128074,9.71E+04
128075,1.20E+05
128076,2.89E+04
128077,7.62E+04
128078,7.77E+04
128079,5.90E+04
128080,4.82E+04
128081,2.16E+04
128082,2.20E+04
128083,8.25E+04
128084,8.52E+04
128085,7.00E+04
128086,4.84E+04
128087,4.97E+04
128088,3.86E+04
128089,4.38E+04
128090,1.10E+05
128091,8.78E+04
128092,9.10E+04
128093,5.83E+04
128094,7.75E+03
128095,1.98E+04
128096,4.22E+04
128097,3.04E+04
128098,1.37E+05
128099,6.95E+04
128100,7.80E+04
128101,1.25E+05
128102,7.38E+04
128103,4.58E+04
128104,1.07E+05
128105,6.73E+04
128106,1.03E+05
128107,6.46E+04
128108,1.71E+04
128109,4.53E+04
128110,1.92E+04
128111,3.13E+04
128112,7.78E+04
128113,1.46E+04
128114,9.85E+04
128115,3.49E+04
128116,9.40E+04
128117,5.13E+04
128118,4.46E+04
128119,1.01E+05
128120,1.01E+04
128121,5.41E+04
128122,9.13E+04
128123,1.68E+04
128124,2.66E+04
128125,7.19E+03
128126,6.48E+04
128127,5.12E+04
128128,9.73E+04
128129,3.82E+04
128130,7.73E+04
128131,2.03E+04
128132,9.13E+04
128133,9.68E+04
128134,8.69E+04
128135,7.73E+04
128136,2.24E+04
128137,2.73E+04
128138,8.56E+04
128139,1.07E+05
128140,9.69E+04
128141,4.18E+04
128142,6.82E+04
128143,7.12E+04
128144,8.13E+04
128145,1.28E+05
128146,7.51E+04
128147,9.92E+04
128148,2.81E+04
128149,1.71E+04
128150,4.83E+04
128151,7.60E+04
128152,2.71E+04
128153,3.62E+04
128154,9.41E+04
128155,3.26E+04
128156,4.59E+04
128157,1.69E+04
128158,4.87E+04
128159,7.52E+04
128160,9.37E+04
128161,1.03E+05
128162,6.02E+04
128163,1.19E+04
128164,3.67E+04
128165,6.26E+04
128166,4.66E+04
128167,5.68E+04
128168,9.46E+04
128169,1.34E+04
128170,2.26E+04
128171,2.40E+04
128172,1.07E+05
128173,2.25E+04
128174,9.00E+04
128175,2.26E+04
128176,3.59E+04
128177,1.44E+05
128178,7.80E+04
128179,7.98E+04
128180,9.85E+04
128181,5.73E+04
128182,9.02E+04
128183,5.22E+04
128184,9.21E+04
128185,6.60E+04
128186,1.11E+05
128187,7.74E+04
128188,1.57E+04
128189,3.50E+04
128190,7.26E+04
128191,7.87E+04
128192,9.81E+04
128193,1.21E+04
128194,1.01E+05
128195,5.04E+04
128196,3.86E+04
128197,9.53E+04
128198,6.96E+04
128199,7.87E+04
128200,8.77E+04
128201,9.31E+04
128202,8.16E+04
128203,4.76E+04
128204,3.54E+04
128205,9.69E+04
128206,7.63E+04
128207,5.72E+04
128208,5.84E+04
128209,1.08E+05
128210,6.37E+04
128211,3.67E+04
128212,1.01E+05
128213,1.18E+05
128214,2.79E+04
128215,1.30E+04
128216,9.06E+04
128217,3.48E+04
128218,5.31E+04
128219,3.19E+04
128220,4.36E+04
128221,4.86E+04
128222,6.14E+04
128223,7.69E+04
128224,6.98E+04
128225,1.33E+04
128226,5.03E+04
128227,6.71E+04
128228,4.16E+04
128229,2.96E+04
128230,6.89E+04
128231,3.79E+04
128232,4.01E+04
128233,6.27E+04
128234,4.40E+04
128235,5.53E+04
128236,3.52E+04
128237,9.44E+04
128238,6.92E+04
128239,5.84E+04
128240,8.46E+04
128241,1.78E+04
128242,3.00E+04
128243,1.24E+05
128244,3.04E+04
128245,8.84E+04
128246,9.83E+04
128247,8.73E+04
128248,2.78E+04
128249,2.09E+04
128250,7.21E+04
128251,3.74E+04
128252,1.18E+05
128253,3.81E+04
128254,6.66E+04
128255,3.62E+04
128256,9.68E+04
128257,5.82E+04
128258,2.46E+04
128259,7.28E+04
128260,1.66E+04
128261,9.19E+04
128262,1.12E+05
128263,3.80E+04
128264,8.13E+04
128265,3.08E+04
128266,3.15E+04
128267,3.88E+04
128268,6.09E+04
128269,8.04E+04
128270,5.04E+04
128271,7.55E+04
128272,9.53E+04
128273,2.18E+04
128274,8.75E+04
128275,6.86E+04
128276,3.46E+04
128277,1.64E+04
128278,9.04E+03
128279,9.59E+04
128280,5.24E+04
128281,3.62E+04
128282,8.76E+04
128283,7.41E+04
128284,2.77E+04
128285,8.93E+04
128286,4.99E+04
128287,6.46E+04
128288,3.43E+04
128289,4.30E+04
128290,1.40E+04
128291,3.24E+04
128292,1.99E+04
128293,2.60E+04
128294,3.89E+04
128295,4.00E+04
128296,4.83E+04
128297,6.43E+04
128298,7.70E+04
128299,6.57E+04
128300,7.39E+04
128301,7.22E+04
128302,6.80E+04
128303,1.03E+05
128304,7.03E+04
128305,8.30E+04
128306,5.01E+04
128307,9.98E+04
128308,7.54E+04
128309,2.49E+04
128310,4.49E+04
128311,8.90E+04
